shipment_id,entry_no,hs_code,product_desc,supplier,country_origin,country_destination,declared_value_usd,invoice_value_usd,weight_kg,volume_m3,broker,port_of_entry,entry_date,accepted_date,release_date,duty_amount_usd,tax_amount_usd,broker_fee_usd,incoterm,license_required,license_obtained,fta_claimed,restricted_party_pass,container_number,slow_clearance
SHIP000275,22EMKIM423474,736834,PIPES,AgriTech Solutions,GERMANY,TANZANIA,76956.47,105610.08,4153.26,10.01,DHL GLOBAL FORWARDING,CAPE TOWN,2026-01-06 23:35:56,2026-01-07 00:35:56,2026-01-08 06:35:56,13319.79,14444.2,291.36,FOB,N,N,EAC,Y,AMZN128048,N
SHIP000276,22EMKIM458006,702578,GLASS SHEETS,AgriTech Solutions,RWANDA,GHANA,30688.8,30208.88,1924.31,6.36,KUEHNE NAGEL,TEMA,2026-01-16 23:35:56,2026-01-17 04:35:56,2026-01-18 08:35:56,2853.56,5366.78,231.99,FOB,N,N,EAC,N,AMZN494617,N
SHIP000277,22EMKIM488668,879052,ENGINE COMPONENT,MediCare Solutions,TURKEY,GHANA,114719.67,115548.06,2478.51,19.42,DHL GLOBAL FORWARDING,CASABLANCA,2026-01-05 23:35:56,2026-01-06 04:35:56,2026-01-07 08:35:56,22667.59,21981.96,278.15,EXW,N,N,COMESA,Y,AMZN746908,N
SHIP000278,22EMKIM404899,851739,SWITCHING DEVICE,GreenEnergy Systems,CHINA,NIGERIA,51517.85,50217.61,1694.6,0.49,BOLLORE LOGISTICS,MOMBASA,2025-10-26 23:35:56,2025-10-27 00:35:56,2025-10-30 19:35:56,5914.68,9189.2,348.13,FOB,Y,Y,EAC,Y,AMZN441958,Y
SHIP000279,22EMKIM457146,735368,STEEL BARS,TextileWorld Exports,CAMEROON,GHANA,56971.77,54693.22,1704.3,12.34,KUEHNE NAGEL,MOMBASA,2026-04-02 23:35:56,2026-04-03 00:35:56,2026-04-04 13:35:56,12391.99,11098.2,200.4,CFR,N,N,COMESA,Y,AMZN480983,N
SHIP000280,22EMKIM466144,,PUMP,ChemCorp Industries,JAPAN,SOUTH AFRICA,60603.09,80857.22,3980.3,13.07,DHL GLOBAL FORWARDING,ALEXANDRIA,2025-11-22 23:35:56,2025-11-23 04:35:56,2025-11-25 10:35:56,3233.99,10213.93,270.18,EXW,N,N,SADC,Y,AMZN416509,Y
SHIP000281,22EMKIM456849,737591,METAL FABRICATIONS,PlastiPack Ltd,ETHIOPIA,NIGERIA,27499.83,26710.46,2668.27,12.33,DHL GLOBAL FORWARDING,MOMBASA ICD,2025-12-05 23:35:56,2025-12-06 01:35:56,2025-12-10 17:35:56,6770.78,5483.3,261.33,CFR,N,N,SADC,Y,AMZN906479,Y
SHIP000282,22EMKIM440703,628577,GARMENTS,AutoParts International,india,TANZANIA,61833.91,60392.78,576.66,3.92,bollore logistics,ALEXANDRIA,2026-02-01 23:35:56,2026-02-02 01:35:56,2026-02-02 05:35:56,3979.15,10530.09,240.15,CIF,N,N,COMESA,Y,AMZN357516,N
SHIP000283,22EMKIM452021,854309,SWITCHING DEVICE,ChemCorp Industries,ANGOLA,GHANA,98971.27,145896.16,4484.9,13.47,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-04-22 23:35:56,2026-04-23 00:35:56,,8055.32,17124.25,194.7,DAP,N,N,EAC,Y,AMZN194693,N
SHIP000284,22EMKIM457602,942976,METAL FURNITURE,AgriTech Solutions,THAILAND,UGANDA,74719.44,75349.52,729.95,3.59,BOLLORE LOGISTICS,ABIDJAN,2026-05-06 23:35:56,2026-05-07 02:35:56,2026-05-09 14:35:56,5192.82,12785.96,387.09,CIF,N,N,AFCFTA,Y,AMZN387883,Y
SHIP000285,22EMKIM488027,947139,FURNITURE,GreenEnergy Systems,COTE DIVOIRE,GHANA,37328.83,36835.12,3314.49,18.82,DHL GLOBAL FORWARDING,TEMA,2025-09-27 23:35:56,2025-09-28 02:35:56,2025-09-28 10:35:56,2441.63,6363.27,246.81,CFR,N,N,COMESA,Y,AMZN824233,N
SHIP000286,22EMKIM453253,622999,TEXTILE YARN,AutoParts International,GERMANY,SOUTH AFRICA,136513.47,198719.51,1592.75,16.26,DHL GLOBAL FORWARDING,CAPE TOWN,2026-09-07 23:35:56,2026-09-08 02:35:56,2026-09-08 17:35:56,8432.85,23191.41,181.56,CFR,N,N,AFCFTA,Y,AMZN775733,N
SHIP000287,22EMKIM484030,407765,RUBBER HOSES,TextileWorld Exports,VIETNAM,KENYA,104923.09,108211.67,3211.55,12.64,DHL GLOBAL FORWARDING,DURBAN,2026-06-21 23:35:56,2026-06-22 03:35:56,2026-06-22 23:35:56,9116.69,18246.36,217.99,CFR,N,N,EAC,Y,AMZN929443,N
SHIP000288,22EMKIM449456,622347,TEXTILE FABRIC,MediCare Solutions,TURKEY,SOUTH AFRICA,103020.13,105442.88,431.15,7.42,DHL GLOBAL FORWARDING,LAGOS,2025-11-11 23:35:56,2025-11-12 03:35:56,2025-11-12 21:35:56,6493.77,17522.22,253.12,CIF,N,N,NONE,Y,AMZN512608,N
SHIP000289,22EMKIM493528,704747,GLASS SHEETS,PharmaLife Sciences,CHINA,TANZANIA,60454.72,81129.03,4138.01,9.93,DHL GLOBAL FORWARDING,LAGOS,2026-08-17 23:35:56,2026-08-18 01:35:56,2026-08-18 17:35:56,5886.0,10614.52,167.6,DAP,N,N,COMESA,Y,AMZN335388,N
SHIP000290,22EMKIM484834,395717X,PVC FILM,ElectroTech Manufacturing,JAPAN,SOUTH AFRICA,32727.21,32427.83,4537.57,7.46,DHL GLOBAL FORWARDING,LAGOS,2025-11-08 23:35:56,2025-11-09 01:35:56,2025-11-10 20:35:56,1875.18,5536.38,193.53,DAP,N,N,NONE,Y,AMZN817506,N
SHIP000291,22EMKIM439650,627513,GARMENTS,TextileWorld Exports,THAILAND,GHANA,38805.73,37776.76,36.75,10.14,DHL GLOBAL FORWARDING,CASABLANCA,2025-11-10 23:35:56,2025-11-11 00:35:56,2025-11-13 06:35:56,3702.51,6801.32,299.51,FOB,N,N,COMESA,Y,AMZN499442,Y
SHIP000292,22EMKIM499819,853938,BATTERY MODULE,MediCare Solutions,THAILAND,GHANA,20221.97,25500.72,1421.8,17.55,KUEHNE NAGEL,PORT ELIZABETH,2026-01-15 23:35:56,2026-01-16 02:35:56,2026-01-16 10:35:56,1269.68,3438.66,280.75,DAP,N,N,NONE,Y,AMZN742705,N
SHIP000293,22EMKIM473512,629049,GARMENTS,MetalWorks Foundry,MOROCCO,NIGERIA,119833.92,114271.98,213.55,7.19,KUEHNE NAGEL,MOMBASA ICD,2025-10-21 23:35:56,2025-10-22 00:35:56,2025-10-24 18:35:56,7550.88,20381.57,255.89,DAP,N,N,SADC,Y,AMZN843470,Y
SHIP000294,22EMKIM443077,846727,INDUSTRIAL MACHINE,AutoParts International,INDIA,GHANA,112615.53,118223.83,1238.33,10.01,DHL GLOBAL FORWARDING,LAGOS,2026-06-17 23:35:56,2026-06-18 04:35:56,2026-06-19 13:35:56,5654.01,18923.13,265.03,FOB,N,N,AFCFTA,Y,AMZN198886,N
SHIP000295,22EMKIM474600,737120,WIRE PRODUCTS,Industrial Supply Co,EGYPT,KENYA,12618.95,13193.37,1631.33,14.66,DHL GLOBAL FORWARDING,LAGOS,2026-08-28 23:35:56,2026-08-29 03:35:56,2026-08-30 19:35:56,2642.67,2441.86,150.87,DAP,N,N,EAC,Y,AMZN869989,N
SHIP000296,22EMKIM489779,621909,TEXTILE FABRIC,MetalWorks Foundry,TURKEY,SOUTH AFRICA,60129.35,78291.76,4007.49,14.74,DHL GLOBAL FORWARDING, CAPE TOWN ,2026-07-26 23:35:56,2026-07-27 00:35:56,2026-07-31 02:35:56,4174.49,10288.61,210.36,DAP,N,N,AFCFTA,Y,AMZN425164,Y
SHIP000297,22EMKIM420325,,GARMENTS,PharmaLife Sciences,VIETNAM,TANZANIA,40637.67,41100.4,3385.44,12.99,DHL GLOBAL FORWARDING,CAPE TOWN,2026-01-11 23:35:56,2026-01-12 03:35:56,2026-01-12 06:35:56,2913.94,6968.26,213.9,DAP,N,N,EAC,Y,AMZN848301,N
SHIP000298,22EMKIM494412,,PVC FILM,Industrial Supply Co,NIGERIA,GHANA,22716.68,22252.08,2130.32,1.98,KUEHNE NAGEL,TEMA,2026-04-11 23:35:56,2026-04-12 01:35:56,2026-04-12 20:35:56,1190.05,3825.08,161.48,DDP,N,N,EAC,Y,AMZN792956,N
SHIP000299,22EMKIM424535,849248,INDUSTRIAL MACHINE,Industrial Supply Co,INDIA,TANZANIA,118033.48,120445.83,1713.26,18.37,BOLLORE LOGISTICS,TEMA,2026-06-12 23:35:56,2026-06-13 00:35:56,2026-06-13 03:35:56,7754.48,20126.07,381.02,EXW,N,N,SADC,Y,AMZN949352,N
SHIP000300,22EMKIM488487,392742,PVC FILM,MetalWorks Foundry,USA,SOUTH AFRICA,2489.04,2604.98,1810.04,13.51,DHL GLOBAL FORWARDING,CASABLANCA,2026-07-14 23:35:56,2026-07-15 03:35:56,2026-07-16 06:35:56,199.36,430.14,223.01,DDP,N,N,COMESA,Y,AMZN823825,N
SHIP000301,22EMKIM461799,854126,TELECOM EQUIPMENT,TechGlobal Ltd,INDIA,GHANA,31779.81,42115.54,3696.52,8.96,BOLLORE LOGISTICS,ALEXANDRIA,2026-08-29 23:35:56,2026-08-30 04:35:56,2026-08-31 04:35:56,3061.75,5574.65,318.5,CIF,N,N,EAC,Y,AMZN608608,N
SHIP000302,22EMKIM455312,397418,PLASTIC SHEETS,GreenEnergy Systems,ETHIOPIA,KENYA,127368.13,121471.2,1167.21,1.31,PANALPINA,CASABLANCA,2026-02-11 23:35:56,2026-02-12 04:35:56,2026-02-13 15:35:56,8913.73,21805.1,328.34,DAP,N,N,COMESA,Y,AMZN119943,N
SHIP000303,22EMKIM494764,402915,CONVEYOR BELTS,PlastiPack Ltd,VIETNAM,TANZANIA,104778.41,104129.94,3288.22,2.71,DHL GLOBAL FORWARDING, PORT ELIZABETH ,2026-01-25 23:35:56,2026-01-26 01:35:56,2026-01-29 11:35:56,7898.38,18028.29,238.15,CFR,N,N,NONE,Y,AMZN407645,Y
SHIP000304,22EMKIM446798,628738,GARMENTS,PlastiPack Ltd,UK,UGANDA,72692.02,74825.4,4996.31,7.24,DHL GLOBAL FORWARDING,MOMBASA,2025-10-05 23:35:56,2025-10-06 04:35:56,2025-10-08 19:35:56,7062.23,12760.68,224.06,FOB,N,N,AFCFTA,Y,AMZN373477,Y
SHIP000305,22EMKIM457386,941523,FURNITURE,GreenEnergy Systems,,UGANDA,18542.86,19042.36,3025.4,2.17,DHL GLOBAL FORWARDING,DAR ES SALAAM,2026-05-18 23:35:56,2026-05-19 02:35:56,2026-05-19 17:35:56,1641.13,3229.44,233.55,DDP,N,N,AFCFTA,Y,AMZN152871,N
SHIP000306,22EMKIM426462,702669,MIRRORS,TechGlobal Ltd,EGYPT,GHANA,18149.87,18527.68,1679.69,2.84,AGILITY LOGISTICS,LAGOS,2025-10-24 23:35:56,2025-10-25 01:35:56,2025-10-26 00:35:56,1598.97,3159.81,249.52,EXW,N,N,EAC,Y,AMZN989816,N
SHIP000307,22EMKIM489417,308760,ANTIBIOTICS,ChemCorp Industries,KENYA,GHANA,56179.24,57603.42,4491.35,19.04,AGILITY LOGISTICS,DURBAN,2026-04-28 23:35:56,2026-04-29 01:35:56,2026-04-30 19:35:56,5178.17,9817.19,168.45,DAP,N,N,SADC,Y,AMZN641228,N
SHIP000308,22EMKIM439888,859476,TELECOM EQUIPMENT,Industrial Supply Co,SOUTH KOREA,NIGERIA,65393.81,92068.07,2015.99,13.65,EXPEDITORS INTERNATIONAL,CASABLANCA,2026-06-19 23:35:56,2026-06-20 04:35:56,2026-06-22 18:35:56,7934.69,11732.56,298.11,DAP,N,N,COMESA,Y,AMZN680502,Y
SHIP000309,22EMKIM494225,399647,POLYTHENE BAGS,MediCare Solutions,KENYA,UGANDA,31167.47,32375.75,194.48,6.76,BOLLORE LOGISTICS,TEMA,2025-10-17 23:35:56,2025-10-18 03:35:56,2025-10-19 16:35:56,2776.34,5431.01,301.13,FOB,N,N,AFCFTA,Y,AMZN860321,N
SHIP000310,22EMKIM446461,394501,PLASTIC SHEETS,MetalWorks Foundry,CHINA,UGANDA,113678.43,110738.02,4209.5,5.27,PANALPINA,ABIDJAN,2026-03-21 23:35:56,2026-03-22 04:35:56,2026-03-24 02:35:56,10084.17,19802.02,381.63,FOB,N,N,COMESA,Y,AMZN632151,Y
SHIP000311,22EMKIM442971,405881,RUBBER SEALS,TextileWorld Exports,EGYPT,KENYA,58843.7,117687.4,1894.55,14.78,DHL GLOBAL FORWARDING, ALEXANDRIA ,2026-05-14 23:35:56,2026-05-15 04:35:56,2026-05-16 13:35:56,7854.03,20601.52,250.04,CFR,N,N,COMESA,Y,AMZN210338,N
SHIP000312,22EMKIM455498,402605,TYRES,TextileWorld Exports,,TANZANIA,14291.17,13688.19,4361.35,11.73,KUEHNE NAGEL,CAPE TOWN,2026-08-01 23:35:56,2026-08-02 03:35:56,2026-08-02 09:35:56,1198.19,2478.3,210.41,DAP,N,N,COMESA,Y,AMZN767377,N
SHIP000313,22EMKIM448442,733668,ALUMINIUM SHEETS,MetalWorks Foundry,TURKEY,GHANA,145220.76,144573.55,3011.99,8.23,KUEHNE NAGEL,CASABLANCA,2026-07-07 23:35:56,2026-07-08 00:35:56,2026-07-09 10:35:56,22256.64,26796.38,173.53,FOB,N,N,COMESA,Y,AMZN226737,N
SHIP000314,22EMKIM440593,625995,CARPETS,ChemCorp Industries,EGYPT,TANZANIA,21749.9,21131.29,4353.43,8.41,DHL GLOBAL FORWARDING,MOMBASA,2026-06-30 23:35:56,2026-07-01 02:35:56,2026-07-01 04:35:56,1978.29,3796.51,223.32,FOB,N,N,EAC,Y,AMZN700896,N
SHIP000315,22EMKIM436356,403175,TYRES,MetalWorks Foundry,MOZAMBIQUE,TANZANIA,67636.67,68749.31,4790.82,17.81,DHL GLOBAL FORWARDING, TEMA ,2025-10-05 23:35:56,2025-10-06 00:35:56,2025-10-06 21:35:56,4767.13,11584.61,184.92,FOB,N,N,SADC,Y,AMZN871660,N
SHIP000316,22EMKIM492486,706060,MIRRORS,AgriTech Solutions,CHINA,UGANDA,143297.66,146888.11,1382.06,4.2,DHL GLOBAL FORWARDING,MOMBASA,2026-06-05 23:35:56,2026-06-06 04:35:56,2026-06-06 04:35:56,10766.23,24650.22,152.8,FOB,N,N,COMESA,Y,AMZN969993,N
SHIP000317,22EMKIM488946,627583,TEXTILE YARN,TechGlobal Ltd,USA,TANZANIA,65834.1,63141.65,3843.84,3.17,DHL GLOBAL FORWARDING,MOMBASA,2026-03-21 23:35:56,2026-03-22 02:35:56,2026-03-23 10:35:56,6516.87,11576.16,231.27,EXW,N,N,NONE,Y,AMZN527060,N
SHIP000318,22EMKIM453356,851958,BATTERY MODULE,ElectroTech Manufacturing,MOROCCO,SOUTH AFRICA,134005.15,192703.89,1353.74,6.43,DHL GLOBAL FORWARDING,LAGOS,2026-02-12 23:35:56,2026-02-13 00:35:56,2026-02-13 08:35:56,14553.35,23769.36,223.95,FOB,N,N,COMESA,Y,AMZN679989,N
SHIP000319,22EMKIM459210,855409,CABLE ASSEMBLY,PlastiPack Ltd,,KENYA,97906.86,97911.09,2692.3,8.53,DHL GLOBAL FORWARDING,ALEXANDRIA,2025-12-01 23:35:56,2025-12-02 00:35:56,2025-12-03 05:35:56,12560.29,17674.74,171.36,CIF,N,N,COMESA,Y,AMZN682119,N
SHIP000320,22EMKIM416118,705739,GLASS BOTTLES,TechGlobal Ltd,VIETNAM,KENYA,89881.23,87299.43,358.98,1.89,DHL GLOBAL FORWARDING,CASABLANCA,2026-04-25 23:35:56,2026-04-26 02:35:56,2026-04-27 01:35:56,8272.15,15704.54,192.2,DDP,N,N,AFCFTA,Y,AMZN832356,N
SHIP000321,22EMKIM462459,734454,WIRE PRODUCTS,MetalWorks Foundry,MALAYSIA,SOUTH AFRICA,141838.57,144140.28,677.29,18.45,BOLLORE LOGISTICS,PORT ELIZABETH,2025-09-27 23:35:56,2025-09-28 03:35:56,2025-09-29 22:35:56,25837.86,26828.23,252.66,CFR,N,N,COMESA,Y,AMZN738359,N
SHIP000322,22EMKIM425295,949011,WOODEN FURNITURE,MetalWorks Foundry,ANGOLA,KENYA,5126.65,5051.29,4919.14,2.58,EXPEDITORS INTERNATIONAL,MOMBASA,2025-12-10 23:35:56,2025-12-11 03:35:56,2025-12-12 19:35:56,464.67,894.61,348.24,CFR,N,N,NONE,Y,AMZN488477,N
SHIP000323,22EMKIM465578,396862,PACKAGING MATERIAL,Industrial Supply Co,SOUTH KOREA,GHANA,121357.97,166649.91,1986.47,17.41,DHL GLOBAL FORWARDING,MOMBASA ICD,2026-04-09 23:35:56,2026-04-10 02:35:56,2026-04-11 08:35:56,10339.99,21071.67,240.9,CFR,N,N,EAC,Y,AMZN696746,N
SHIP000324,22EMKIM484012,703875,GLASS SHEETS,PlastiPack Ltd,THAILAND,GHANA,39313.86,38426.66,2804.98,9.13,DHL GLOBAL FORWARDING,MOMBASA,2026-07-08 23:35:56,2026-07-09 04:35:56,2026-07-09 15:35:56,3631.95,6871.33,153.47,CFR,N,N,COMESA,Y,AMZN547861,N
SHIP000325,22EMKIM490380,737666,METAL FABRICATIONS,Industrial Supply Co,TURKEY,UGANDA,54540.04,54104.06,4040.29,19.81,EXPEDITORS INTERNATIONAL,TEMA,2026-01-01 23:35:56,2026-01-02 00:35:56,2026-01-02 15:35:56,10629.1,10427.06,101.55,DDP,N,N,AFCFTA,Y,AMZN336588,N
SHIP000326,22EMKIM478638,876394,BATTERY,Industrial Supply Co,ETHIOPIA,GHANA,72254.98,70428.04,3972.61,18.88,AGILITY LOGISTICS,DURBAN,2026-08-28 23:35:56,2026-08-29 02:35:56,2026-08-30 14:35:56,14260.07,13842.41,387.64,DDP,N,N,EAC,Y,AMZN913432,N
SHIP000327,22EMKIM452649,703045,GLASS SHEETS,TechGlobal Ltd,VIETNAM,TANZANIA,133567.52,132791.74,2800.7,5.97,DHL GLOBAL FORWARDING,CAPE TOWN,2026-04-04 23:35:56,2026-04-05 00:35:56,2026-04-05 09:35:56,8691.71,22761.48,243.93,FOB,N,N,EAC,Y,AMZN499985,N
SHIP000328,22EMKIM416512,701173,GLASS TUBES,ElectroTech Manufacturing,THAILAND,KENYA,93074.97,91475.88,3949.19,3.95,KUEHNE NAGEL,CAPE TOWN,2025-10-29 23:35:56,2025-10-30 00:35:56,2025-10-31 20:35:56,5549.51,15779.92,165.4,DDP,N,N,COMESA,Y,AMZN701056,N
SHIP000329,22EMKIM486203,708284,GLASS BOTTLES,AutoParts International,COTE DIVOIRE,UGANDA,19588.27,20342.85,1850.46,0.26,KUEHNE NAGEL,MOMBASA,2026-08-12 23:35:56,2026-08-13 02:35:56,2026-08-14 09:35:56,1738.94,3412.35,172.11,EXW,N,N,NONE,Y,AMZN714926,N
SHIP000330,22EMKIM405530,857915,BATTERY MODULE,AutoParts International,THAILAND,UGANDA,117896.94,115906.2,819.78,9.14,DHL GLOBAL FORWARDING,MOMBASA ICD,2026-05-31 23:35:56,2026-06-01 03:35:56,2026-06-02 21:35:56,12714.13,20897.77,294.46,EXW,N,N,COMESA,Y,AMZN927527,N
SHIP000331,22EMKIM437237,308643,LAB REAGENTS,AutoParts International,INDIA,GHANA,31194.8,39891.83,229.09,0.69,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-03-03 23:35:56,2026-03-04 02:35:56,2026-03-06 08:35:56,2466.19,5385.76,179.16,EXW,Y,N,COMESA,Y,AMZN307434,Y
SHIP000332,22EMKIM493184,625029,GARMENTS,AutoParts International,INDIA,SOUTH AFRICA,3638.57,3533.14,4885.74,19.95,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-07-22 23:35:56,2026-07-23 00:35:56,2026-07-24 01:35:56,264.92,624.56,205.45,DDP,N,N,NONE,Y,AMZN554786,N
SHIP000333,22EMKIM464092,304140,LAB REAGENTS,ElectroTech Manufacturing,GHANA,KENYA,64716.25,64945.79,4365.53,17.04,DHL GLOBAL FORWARDING,PORT ELIZABETH,2025-11-09 23:35:56,2025-11-10 04:35:56,2025-11-11 16:35:56,8345.73,11689.92,199.15,EXW,N,N,EAC,Y,AMZN712454,N
SHIP000334,22EMKIM459255,,GLASS BOTTLES,MetalWorks Foundry,japan,SOUTH AFRICA,78074.41,79758.08,3252.19,4.22,bollore logistics,ALEXANDRIA,2025-12-30 23:35:56,2025-12-31 04:35:56,2026-01-03 22:35:56,5835.25,13425.55,267.08,DDP,N,N,SADC,Y,AMZN312861,Y
SHIP000335,22EMKIM457892,733575,METAL FABRICATIONS,ChemCorp Industries,MALAYSIA,SOUTH AFRICA,44609.68,61475.06,1591.93,7.71,DHL GLOBAL FORWARDING,LAGOS,2026-07-30 23:35:56,2026-07-31 04:35:56,2026-07-31 15:35:56,8192.01,8448.27,217.67,DAP,N,N,SADC,Y,AMZN288288,N
SHIP000336,22EMKIM493871,399220,POLYTHENE BAGS,MetalWorks Foundry,CHINA,SOUTH AFRICA,15212.16,14750.69,4990.0,19.97,DHL GLOBAL FORWARDING,CASABLANCA,2026-05-18 23:35:56,2026-05-19 04:35:56,2026-05-21 03:35:56,1011.03,2595.71,195.41,DDP,N,N,NONE,Y,AMZN888931,Y
SHIP000337,22EMKIM411255,396679,PVC FILM,ElectroTech Manufacturing,TURKEY,UGANDA,71064.6,72651.73,130837.07409662116,9.28,KUEHNE NAGEL,MOMBASA ICD,2026-09-05 23:35:56,2026-09-06 03:35:56,2026-09-06 10:35:56,4298.96,12058.17,185.06,DAP,N,N,COMESA,Y,AMZN930382,N
SHIP000338,22EMKIM442739,734433,PIPES,PharmaLife Sciences,UAE,NIGERIA,21273.06,21610.98,130837.07409662116,13.84,BOLLORE LOGISTICS,MOMBASA,2026-03-04 23:35:56,2026-03-05 00:35:56,2026-03-05 20:35:56,3945.43,4034.96,256.37,DAP,N,N,SADC,Y,AMZN414192,N
SHIP000339,22EMKIM423283,876410,BRAKE SYSTEM,AgriTech Solutions,GHANA,TANZANIA,130108.24,175204.86,475.28,2.18,DHL GLOBAL FORWARDING,DAR ES SALAAM,2025-11-22 23:35:56,2025-11-23 03:35:56,2025-11-23 14:35:56,25693.48,24928.28,199.33,EXW,N,N,SADC,Y,AMZN679764,N
SHIP000340,22EMKIM450986,874260,MOTOR VEHICLE PARTS,ElectroTech Manufacturing,kenya,KENYA,99105.7,95853.31,2686.9,9.62,bollore logistics,LAGOS,2026-04-15 23:35:56,2026-04-16 02:35:56,2026-04-18 06:35:56,23386.04,19598.68,302.72,CIF,N,N,AFCFTA,Y,AMZN172103,Y
SHIP000341,22EMKIM405122,403601,RUBBER SEALS,PlastiPack Ltd,VIETNAM,SOUTH AFRICA,75620.02,97222.62,4397.4,9.26,DHL GLOBAL FORWARDING,DAR ES SALAAM,2026-05-31 23:35:56,2026-06-01 01:35:56,2026-06-01 18:35:56,4022.87,12742.86,209.89,DDP,N,N,AFCFTA,Y,AMZN704118,N
SHIP000342,22EMKIM487380,625873,LINEN,PlastiPack Ltd,,UGANDA,37745.66,38346.12,1376.14,12.6,DHL GLOBAL FORWARDING,LAGOS,2026-02-11 23:35:56,2026-02-12 03:35:56,2026-02-13 04:35:56,3205.59,6552.2,164.33,CIF,N,N,EAC,Y,AMZN406068,N
SHIP000343,22EMKIM401407,407738,RUBBER SEALS,Industrial Supply Co,ETHIOPIA,KENYA,75907.03,73685.78,2002.72,3.97,KUEHNE NAGEL,DURBAN,2026-07-20 23:35:56,2026-07-21 03:35:56,2026-07-22 03:35:56,3964.76,12779.49,154.01,CFR,N,N,SADC,Y,AMZN139609,N
SHIP000344,22EMKIM457757,408942,CONVEYOR BELTS,Industrial Supply Co,DRC,NIGERIA,21468.24,21697.93,3820.31,13.58,DHL GLOBAL FORWARDING,LAGOS,2026-01-30 23:35:56,2026-01-31 01:35:56,2026-01-31 11:35:56,1263.66,3637.1,168.62,CFR,N,N,SADC,Y,AMZN260952,N
SHIP000345,22EMKIM425185,944541,WOODEN FURNITURE,TextileWorld Exports,MALAYSIA,NIGERIA,103706.83,139418.16,2114.2,19.79,DHL GLOBAL FORWARDING,MOMBASA,2026-02-24 23:35:56,2026-02-25 00:35:56,2026-02-26 15:35:56,6231.42,17590.12,187.45,FOB,N,N,AFCFTA,Y,AMZN453492,N
SHIP000346,22EMKIM460132,873736,MOTOR VEHICLE PARTS,ElectroTech Manufacturing,CHINA,UGANDA,41958.74,83917.48,3273.42,0.34,KUEHNE NAGEL,PORT ELIZABETH,2026-03-30 23:35:56,2026-03-31 04:35:56,2026-03-31 14:35:56,14643.54,15867.3,165.88,DAP,N,N,NONE,Y,AMZN323103,N
SHIP000347,22EMKIM490927,707045,GLASS SHEETS,Industrial Supply Co,GERMANY,SOUTH AFRICA,115248.0,120114.05,3484.61,13.59,DHL GLOBAL FORWARDING,CAPE TOWN,2026-04-10 23:35:56,2026-04-11 04:35:56,2026-04-11 07:35:56,9042.39,19886.46,187.79,CFR,N,N,EAC,Y,AMZN908878,N
SHIP000348,22EMKIM407854,628899,TEXTILE FABRIC,GreenEnergy Systems,MALAYSIA,SOUTH AFRICA,76898.41,73155.7,2148.2,4.95,DHL GLOBAL FORWARDING,CASABLANCA,2026-02-28 23:35:56,2026-03-01 04:35:56,2026-03-02 09:35:56,3926.48,12931.98,263.84,CFR,N,N,EAC,Y,AMZN183246,N
SHIP000349,22EMKIM426976,734348,STEEL BARS,AutoParts International,INDIA,SOUTH AFRICA,111018.72,113910.69,4236.2,6.69,DHL GLOBAL FORWARDING,DAR ES SALAAM,2026-01-27 23:35:56,2026-01-28 02:35:56,2026-01-28 18:35:56,22435.47,21352.67,296.64,CIF,N,N,NONE,Y,AMZN354016,N
SHIP000350,22EMKIM494591,307250,LAB REAGENTS,GreenEnergy Systems,TANZANIA,TANZANIA,130545.08,126285.08,2136.94,9.39,DHL GLOBAL FORWARDING,MOMBASA,2026-08-09 23:35:56,2026-08-10 01:35:56,2026-08-10 10:35:56,13692.18,23077.96,269.28,FOB,Y,Y,AFCFTA,Y,AMZN272132,N
SHIP000351,22EMKIM410909,395675,POLYTHENE BAGS,PharmaLife Sciences,india,SOUTH AFRICA,129432.62,129053.56,108.86,7.69,dhl global forwarding,ALEXANDRIA,2026-04-25 23:35:56,2026-04-26 03:35:56,2026-04-27 00:35:56,9207.17,22182.37,241.41,DAP,N,N,SADC,Y,AMZN995528,N
SHIP000352,22EMKIM450336,397233,PVC FILM,ChemCorp Industries,india,NIGERIA,91100.79,134741.07,130837.07409662116,19.41,kuehne nagel,CAPE TOWN,2025-11-28 23:35:56,2025-11-29 03:35:56,2025-12-01 16:35:56,4574.08,15307.98,279.25,DAP,N,N,NONE,Y,AMZN491270,Y
SHIP000353,22EMKIM447371,731636,STEEL BARS,ElectroTech Manufacturing,NIGERIA,GHANA,114561.15,116107.49,1241.49,9.61,DHL GLOBAL FORWARDING,LAGOS,2026-06-04 23:35:56,2026-06-05 04:35:56,2026-06-05 23:35:56,21402.09,21754.12,158.66,CFR,N,N,SADC,Y,AMZN952624,N
SHIP000354,22EMKIM486309,398462,PACKAGING MATERIAL,ChemCorp Industries,INDIA,UGANDA,17951.23,18802.38,1271.83,6.11,BOLLORE LOGISTICS,LAGOS,2026-09-05 23:35:56,2026-09-06 03:35:56,2026-09-10 00:35:56,969.68,3027.35,427.49,DAP,N,N,SADC,Y,AMZN659102,Y
